,protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,labels
36570,1,17,5,0,0,136,5,1.0,1.0,0.04,0.06,5,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0
36571,2,12,9,44,132,65,145,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36572,2,44,9,147,105,1,1,0.0,0.0,1.0,0.0,3,0.01,0.6,0.93,0.0,0.0,0.0,0.0,4
36573,1,54,9,610,337,1,1,0.0,0.0,1.0,0.0,198,0.89,0.05,0.03,0.01,0.0,0.0,0.0,4
36574,1,24,9,344,421,21,26,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36575,1,7,5,0,0,232,1,1.0,1.0,0.0,0.07,1,0.0,0.08,0.0,0.0,1.0,1.0,0.0,0
36576,2,49,9,105,145,1,1,0.0,0.0,1.0,0.0,98,0.96,0.03,0.01,0.0,0.0,0.0,0.0,4
36577,1,24,6,325,13140,9,9,0.11,0.11,1.0,0.0,255,1.0,0.0,0.03,0.07,0.03,0.01,0.0,4
36578,1,24,9,203,1436,15,15,0.0,0.0,1.0,0.0,255,1.0,0.0,0.07,0.03,0.0,0.0,0.0,4
36579,1,54,9,1139,503,1,1,0.0,0.0,1.0,0.0,232,0.62,0.07,0.02,0.01,0.36,0.0,0.0,4
36580,2,12,9,43,43,169,169,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36581,2,12,9,46,129,80,160,0.0,0.0,1.0,0.0,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,4
36582,2,49,9,215,0,1,1,0.0,0.0,1.0,0.0,19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
36583,1,20,9,8766,0,5,5,0.0,0.0,1.0,0.0,61,0.37,0.04,0.37,0.03,0.0,0.0,0.0,4
36584,1,60,9,105,2135,1,1,0.0,0.0,1.0,0.0,1,0.07,0.21,0.07,0.0,0.0,0.0,0.0,4
36585,1,54,9,4115,320,1,1,0.0,0.0,1.0,0.0,207,0.81,0.01,0.0,0.01,0.0,0.0,0.0,4
36586,1,54,9,1590,321,1,1,0.0,0.0,1.0,0.0,78,0.11,0.08,0.03,0.03,0.0,0.01,0.0,4
36587,1,24,9,170,34084,1,39,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36588,2,12,9,42,42,7,15,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36589,2,12,9,46,129,70,148,0.0,0.0,1.0,0.0,174,0.68,0.02,0.0,0.0,0.0,0.0,0.0,4
36590,1,54,9,811,338,1,1,0.0,0.0,1.0,0.0,136,0.54,0.04,0.01,0.01,0.0,0.0,0.0,4
36591,2,12,9,43,43,229,229,0.0,0.0,1.0,0.0,250,0.98,0.01,0.0,0.0,0.0,0.0,0.0,4
36592,1,24,9,230,480,9,9,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36593,1,24,9,286,670,1,2,0.0,0.0,1.0,0.0,237,1.0,0.0,0.25,0.07,0.0,0.01,0.0,4
36594,1,28,5,0,0,205,5,1.0,1.0,0.02,0.06,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
36595,1,24,9,197,1410,4,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,4
36596,1,24,5,0,0,13,12,0.92,1.0,0.92,0.15,58,0.23,0.04,0.0,0.0,1.0,1.0,0.0,0
36597,2,49,9,207,0,2,2,0.0,0.0,1.0,0.0,76,0.83,0.02,0.83,0.0,0.0,0.0,0.0,1
36598,0,15,9,1032,0,510,510,0.0,0.0,1.0,0.0,196,0.77,0.02,0.77,0.0,0.0,0.0,0.02,0
36599,1,33,5,0,0,199,7,1.0,1.0,0.04,0.06,7,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0
36600,0,14,9,18,0,1,1,0.0,0.0,1.0,0.0,98,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1
36601,1,49,5,0,0,111,16,1.0,1.0,0.14,0.05,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
36602,1,33,5,0,0,188,15,1.0,1.0,0.08,0.06,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
36603,1,7,5,0,0,263,6,1.0,1.0,0.02,0.06,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
36604,1,24,9,231,25155,3,17,0.33,0.06,1.0,0.0,255,1.0,0.0,0.33,0.01,0.33,0.0,0.0,4
36605,1,20,9,12,0,2,2,0.0,0.0,1.0,0.0,63,0.42,0.05,0.42,0.03,0.0,0.0,0.0,4
36606,1,20,9,15876,0,13,12,0.0,0.0,0.92,0.15,26,0.1,0.03,0.1,0.0,0.0,0.0,0.0,4
36607,1,49,4,1,0,2,2,0.0,0.0,1.0,0.0,2,0.01,0.49,0.98,0.0,0.0,0.0,0.98,1
36608,1,24,9,252,271,4,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36609,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.04,0.1,0.0,0.0,1.0,4
36610,2,12,9,45,69,192,192,0.0,0.0,1.0,0.0,250,0.98,0.01,0.01,0.0,0.0,0.0,0.0,4
36611,1,49,5,0,0,201,6,1.0,1.0,0.03,0.06,7,0.03,0.09,0.0,0.0,1.0,1.0,0.0,0
36612,2,12,9,44,132,253,253,0.0,0.0,1.0,0.0,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,4
36613,2,12,9,44,113,30,35,0.0,0.0,1.0,0.0,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,4
36614,1,24,9,223,11052,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36615,1,49,5,0,0,224,24,1.0,1.0,0.11,0.06,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
36616,1,49,5,0,0,175,9,1.0,1.0,0.05,0.06,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
36617,1,20,9,3909,0,7,7,0.14,0.14,1.0,0.0,93,0.35,0.03,0.35,0.02,0.01,0.01,0.0,4
36618,1,24,9,301,1501,21,22,0.05,0.05,1.0,0.0,255,1.0,0.0,0.01,0.01,0.01,0.0,0.0,4
36619,1,54,9,765,334,2,3,0.0,0.0,1.0,0.0,132,0.78,0.02,0.01,0.0,0.0,0.0,0.0,4
36620,1,49,5,0,0,68,18,1.0,1.0,0.26,0.09,19,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
36621,1,49,3,0,0,159,2,0.69,0.5,0.01,0.38,2,0.01,0.24,0.62,0.0,0.43,0.5,0.19,1
36622,1,49,1,0,0,73,9,0.0,0.0,0.12,0.07,9,0.04,0.05,0.0,0.0,0.0,0.0,1.0,0
36623,1,24,9,214,1400,39,44,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.05,4
36624,1,49,5,0,0,240,2,1.0,1.0,0.01,0.06,2,0.01,0.09,0.0,0.0,1.0,1.0,0.0,0
36625,1,54,9,2389,333,1,2,0.0,0.0,1.0,0.0,175,0.83,0.01,0.0,0.0,0.0,0.0,0.0,4
36626,1,49,1,0,0,96,9,0.0,0.0,0.09,0.07,9,0.04,0.08,0.0,0.0,0.0,0.0,1.0,0
36627,1,24,9,323,2390,1,13,0.0,0.0,1.0,0.0,255,1.0,0.0,0.5,0.07,0.0,0.0,0.0,4
36628,2,12,9,44,128,214,290,0.0,0.0,1.0,0.0,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,4
36629,1,24,9,224,19950,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,4
36630,1,49,5,0,0,34,6,1.0,1.0,0.18,0.12,6,0.02,0.08,0.0,0.0,1.0,1.0,0.0,0
36631,1,49,5,0,0,234,1,1.0,1.0,0.0,0.06,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
36632,0,14,9,8,0,1,16,0.0,0.0,1.0,0.0,179,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
36633,1,54,9,1084,321,1,1,0.0,0.0,1.0,0.0,142,0.3,0.05,0.01,0.01,0.02,0.0,0.0,4
36634,1,37,5,0,0,148,1,1.0,1.0,0.01,0.09,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
36635,2,49,9,28,0,98,98,0.0,0.0,1.0,0.0,98,0.38,0.04,0.38,0.0,0.02,0.0,0.0,0
36636,1,20,9,192,0,1,1,0.0,0.0,1.0,0.0,63,0.22,0.02,0.22,0.03,0.0,0.0,0.03,4
36637,1,54,9,796,390,1,1,0.0,0.0,1.0,0.0,184,0.67,0.67,0.33,0.02,0.33,0.0,0.0,4
36638,1,54,9,609,330,1,1,0.0,0.0,1.0,0.0,178,0.68,0.16,0.04,0.01,0.0,0.0,0.0,4
36639,1,24,9,178,1916,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.1,0.02,0.0,0.0,0.0,4
36640,1,20,9,35,0,2,2,0.0,0.0,1.0,0.0,94,0.3,0.03,0.3,0.02,0.0,0.0,0.0,4
36641,1,20,9,748,0,1,2,0.0,0.0,1.0,0.0,84,0.89,0.06,0.89,0.04,0.0,0.0,0.0,4
36642,1,24,9,297,334,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.06,0.04,0.0,0.0,0.0,4
36643,1,24,9,219,430,13,13,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.0,0.1,4
36644,1,20,9,12,0,2,2,0.0,0.0,1.0,0.0,40,0.33,0.12,0.33,0.05,0.0,0.0,0.0,4
36645,1,49,5,0,0,275,9,1.0,1.0,0.03,0.06,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
36646,1,24,9,317,4143,26,31,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36647,1,24,9,214,259,44,45,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36648,1,54,9,840,328,1,2,0.0,0.0,1.0,0.0,55,0.66,0.07,0.01,0.0,0.0,0.0,0.0,4
36649,0,14,9,8,0,1,29,0.0,0.0,1.0,0.0,46,1.0,0.0,1.0,0.26,0.0,0.0,0.0,1
36650,1,24,9,301,1404,5,12,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36651,1,54,9,2635,340,1,1,0.0,0.0,1.0,0.0,157,0.62,0.02,0.0,0.0,0.0,0.0,0.0,4
36652,2,12,9,27,87,1,1,0.0,0.0,1.0,0.0,228,0.89,0.01,0.0,0.0,0.0,0.0,0.0,4
36653,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,22,1.0,0.0,0.07,0.09,0.0,0.09,1.0,4
36654,1,24,9,308,1256,1,21,0.0,0.0,1.0,0.0,255,1.0,0.0,0.5,0.04,0.0,0.0,0.0,4
36655,1,54,9,1332,327,1,2,0.0,0.0,1.0,0.0,191,0.97,0.02,0.01,0.01,0.0,0.0,0.0,4
36656,2,12,9,131,45,288,287,0.0,0.0,1.0,0.01,144,0.81,0.01,0.4,0.0,0.0,0.0,0.0,4
36657,1,24,9,199,5647,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.11,0.04,0.0,0.0,0.0,4
36658,1,24,9,240,306,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,4
36659,1,20,9,192,0,2,2,0.0,0.0,1.0,0.0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4
36660,1,24,9,229,198,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.04,0.04,0.0,0.0,0.5,4
36661,1,24,9,265,260,4,4,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36662,1,24,9,284,327,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36663,1,47,9,66,2414,1,1,0.0,0.0,1.0,0.0,3,0.02,0.06,0.01,0.67,0.0,0.0,0.0,4
36664,1,63,2,0,0,61,1,0.0,0.0,0.02,0.54,1,0.0,0.15,0.26,0.0,0.01,0.0,0.48,1
36665,1,24,9,318,3989,12,12,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,4
36666,0,14,9,8,0,1,19,0.0,0.0,1.0,0.0,84,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
36667,2,12,9,45,80,176,176,0.0,0.0,1.0,0.0,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,4
36668,1,32,5,0,0,86,7,1.0,1.0,0.08,0.07,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
36669,2,12,9,46,46,92,172,0.0,0.0,1.0,0.0,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,4
36670,2,44,9,516,4,302,302,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4
36671,1,24,9,222,1427,3,3,0.0,0.0,1.0,0.0,4,1.0,0.0,0.33,0.5,0.0,0.0,0.0,4
36672,1,49,5,0,0,295,3,1.0,1.0,0.01,0.06,5,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
36673,1,24,9,176,1533,11,11,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,4
36674,1,24,9,322,1000,4,24,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,4
36675,0,15,9,1032,0,511,511,0.0,0.0,1.0,0.0,222,0.87,0.01,0.87,0.0,0.0,0.0,0.02,0
36676,1,7,5,0,0,285,11,1.0,1.0,0.04,0.06,11,0.04,0.05,0.0,0.0,1.0,1.0,0.0,0
36677,1,24,9,291,17637,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.17,0.03,0.0,0.0,0.0,4
36678,1,56,5,0,0,101,19,1.0,1.0,0.19,0.06,11,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
36679,2,12,9,46,132,78,158,0.0,0.0,0.99,0.03,240,0.94,0.01,0.0,0.0,0.0,0.0,0.0,4
36680,1,66,5,0,0,130,4,1.0,1.0,0.03,0.07,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
36681,1,32,5,0,0,120,8,1.0,1.0,0.07,0.07,8,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
36682,1,24,9,235,608,18,18,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36683,1,49,4,0,0,429,2,0.0,0.0,0.0,0.52,2,0.01,0.51,1.0,0.0,0.0,0.0,1.0,1
36684,1,24,5,0,0,2,21,0.5,0.05,1.0,0.0,255,1.0,0.0,1.0,0.05,0.5,0.01,0.0,4
36685,1,49,1,0,0,1,1,0.0,0.0,1.0,0.0,1,0.0,0.42,0.36,0.0,0.17,0.0,0.36,1
36686,1,24,9,258,4403,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.02,0.05,0.0,0.0,0.0,4
36687,1,24,9,218,6641,6,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.17,0.07,0.0,0.0,0.0,4
36688,1,29,5,0,0,104,17,1.0,1.0,0.16,0.07,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
36689,1,68,5,0,0,224,15,1.0,1.0,0.07,0.06,15,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0
36690,1,24,9,255,28735,5,5,0.0,0.0,1.0,0.0,252,0.99,0.01,0.0,0.0,0.0,0.0,0.0,4
36691,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,21,1.0,0.0,0.5,0.24,0.0,0.0,1.0,4
36692,1,39,5,0,0,60,2,1.0,1.0,0.03,0.08,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
36693,1,24,9,238,8583,5,16,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36694,1,49,5,0,0,129,3,1.0,1.0,0.02,0.07,3,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
36695,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,239,1.0,0.0,0.17,0.15,0.0,0.0,1.0,4
36696,1,49,5,0,0,220,20,1.0,1.0,0.09,0.05,7,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
36697,1,33,1,0,0,244,8,0.0,0.0,0.03,0.07,8,0.03,0.08,0.0,0.0,0.0,0.0,1.0,0
36698,1,49,5,0,0,132,1,1.0,1.0,0.01,0.06,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
36699,0,14,9,8,0,1,47,0.0,0.0,1.0,0.0,44,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1
36700,1,54,9,762,323,1,1,0.0,0.0,1.0,0.0,148,0.56,0.02,0.0,0.01,0.0,0.0,0.0,4
36701,1,24,9,217,7536,13,15,0.0,0.0,1.0,0.0,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,4
36702,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,223,1.0,0.0,0.09,0.15,0.0,0.0,1.0,4
36703,1,44,5,0,0,384,1,0.07,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.1,1.0,0.88,1
36704,1,24,9,256,9529,7,7,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36705,2,12,9,46,137,65,145,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36706,1,24,9,241,1481,12,16,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.03,0.0,0.0,0.0,4
36707,1,49,5,0,0,150,25,1.0,1.0,0.17,0.05,13,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
36708,1,54,9,1277,330,1,1,0.0,0.0,1.0,0.0,42,0.84,0.1,0.02,0.0,0.02,0.02,0.0,4
36709,1,20,9,5133876,0,1,1,0.0,0.0,1.0,0.0,39,1.0,0.0,1.0,0.15,0.0,0.03,0.0,2
36710,2,44,9,146,0,2,1,0.0,0.0,0.5,1.0,2,0.01,0.54,0.8,0.0,0.0,0.0,0.0,4
36711,0,14,9,64,0,1,1,0.0,0.0,1.0,0.0,2,0.03,0.08,0.03,0.0,0.01,0.0,0.0,4
36712,1,24,9,207,597,11,11,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,4
36713,1,24,9,271,350,14,14,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.02,4
36714,0,14,9,8,0,1,28,0.0,0.0,1.0,0.0,80,1.0,0.0,1.0,0.26,0.0,0.0,0.0,1
36715,2,44,9,516,4,457,457,0.0,0.0,1.0,0.0,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4
36716,1,20,9,334,0,1,1,0.0,0.0,1.0,0.0,70,0.27,0.13,0.37,0.0,0.02,0.01,0.0,2
36717,1,54,9,1119,339,1,2,0.0,0.0,1.0,0.0,142,0.56,0.02,0.0,0.01,0.0,0.0,0.0,4
36718,1,24,9,318,1378,5,5,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36719,1,28,5,0,0,138,6,1.0,1.0,0.04,0.06,4,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
36720,1,24,9,379,453,12,12,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36721,1,54,9,902,440,1,1,0.0,0.0,1.0,0.0,97,0.38,0.02,0.0,0.0,0.41,0.0,0.0,4
36722,1,60,5,0,0,226,18,1.0,1.0,0.08,0.06,15,0.06,0.08,0.0,0.0,1.0,1.0,0.0,0
36723,1,59,5,0,0,285,20,1.0,1.0,0.07,0.06,2,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
36724,0,14,9,18,0,1,1,0.0,0.0,1.0,0.0,223,1.0,0.0,1.0,0.25,0.0,0.0,0.0,1
36725,1,24,9,311,263,29,37,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36726,1,49,5,0,0,203,9,0.64,1.0,0.04,0.04,12,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
36727,1,5,5,0,0,203,3,1.0,1.0,0.01,0.07,3,0.01,0.08,0.0,0.0,1.0,1.0,0.0,0
36728,1,24,9,167,20578,2,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.04,0.04,0.0,0.0,0.0,4
36729,1,68,5,0,0,73,5,1.0,1.0,0.07,0.08,11,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0
36730,1,60,9,1587,6707,1,1,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3
36731,1,24,9,296,1761,18,24,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36732,1,24,9,255,1082,5,6,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36733,1,29,5,0,0,201,19,1.0,1.0,0.09,0.06,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
36734,1,2,5,0,0,229,14,1.0,1.0,0.06,0.05,14,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
36735,1,20,9,334,0,1,1,0.0,0.0,1.0,0.0,31,1.0,0.0,1.0,0.16,0.0,0.0,0.0,2
36736,2,12,9,43,43,106,106,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36737,1,24,9,214,5510,4,32,0.0,0.44,1.0,0.0,255,1.0,0.0,0.25,0.03,0.0,0.0,0.0,4
36738,2,49,9,105,147,8,1,0.0,0.0,0.12,0.25,234,0.92,0.01,0.0,0.0,0.0,0.0,0.0,4
36739,2,12,9,45,97,256,257,0.0,0.0,1.0,0.0,213,0.84,0.01,0.0,0.0,0.0,0.0,0.0,4
36740,1,24,9,230,1285,1,2,0.0,0.0,1.0,0.0,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,4
36741,1,54,9,1077,326,2,2,0.0,0.0,0.5,1.0,34,0.13,0.42,0.0,0.0,0.0,0.0,0.0,4
36742,1,63,5,0,0,285,23,1.0,1.0,0.08,0.05,23,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
36743,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.25,0.09,0.0,0.0,1.0,4
36744,1,19,9,1257,2451,1,1,0.0,0.0,1.0,0.0,136,0.53,0.02,0.0,0.0,0.0,0.0,0.0,2
36745,1,54,9,782,327,1,1,0.0,0.0,1.0,0.0,141,0.23,0.12,0.04,0.01,0.0,0.0,0.0,4
36746,1,63,5,0,0,261,8,1.0,1.0,0.03,0.05,8,0.03,0.05,0.0,0.0,1.0,1.0,0.0,0
36747,1,24,9,336,897,14,19,0.0,0.0,1.0,0.0,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,4
36748,1,63,9,0,4,1,1,0.0,0.0,1.0,0.0,20,1.0,0.0,0.05,0.0,0.0,0.0,0.0,4
36749,2,12,9,46,130,69,149,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36750,1,49,5,0,0,250,16,1.0,1.0,0.06,0.07,16,0.06,0.08,0.0,0.0,1.0,1.0,0.0,0
36751,1,24,5,0,0,79,20,1.0,1.0,0.25,0.05,61,0.24,0.02,0.02,0.0,1.0,1.0,0.0,0
36752,1,20,9,175337,0,2,2,0.0,0.0,1.0,0.0,29,0.11,0.02,0.11,0.0,0.0,0.0,0.0,4
36753,1,24,9,216,812,14,14,0.07,0.07,1.0,0.0,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,4
36754,1,24,9,211,2861,8,8,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36755,1,24,1,0,0,1,3,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.06,0.0,0.0,1.0,4
36756,1,24,9,329,973,30,30,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36757,2,12,9,44,131,84,163,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36758,2,12,9,43,132,286,286,0.0,0.0,1.0,0.0,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,4
36759,0,14,9,8,0,1,50,0.0,0.0,1.0,0.0,25,1.0,0.0,1.0,0.28,0.0,0.0,0.0,1
36760,1,26,5,0,0,140,20,1.0,1.0,0.14,0.06,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
36761,1,24,9,282,18884,7,21,0.0,0.0,1.0,0.0,212,1.0,0.0,0.14,0.01,0.0,0.01,0.0,4
36762,1,24,9,330,16212,13,13,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36763,1,44,5,0,0,509,1,0.23,1.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.15,1.0,0.82,1
36764,1,24,1,0,0,1,1,0.0,0.0,1.0,0.0,255,1.0,0.0,0.01,0.08,0.01,0.0,0.41,4
36765,1,54,9,0,83,1,1,0.0,0.0,1.0,0.0,1,0.17,1.0,0.17,0.0,0.0,0.0,0.83,1
36766,1,60,9,100,2678,1,1,0.0,0.0,1.0,0.0,1,0.14,0.29,0.14,0.0,0.0,0.0,0.0,4
36767,1,24,9,271,273,2,5,0.0,0.0,1.0,0.0,255,1.0,0.0,0.08,0.05,0.0,0.0,0.0,4
36768,2,44,9,146,0,3,1,0.0,0.0,0.33,0.67,1,0.0,0.81,0.97,0.0,0.0,0.0,0.0,4
36769,1,49,5,0,0,124,15,1.0,1.0,0.12,0.07,15,0.22,0.12,0.01,0.0,1.0,1.0,0.0,0
36770,1,0,4,1127,8103,1,1,0.0,0.0,1.0,0.0,8,0.38,0.1,0.05,0.0,0.1,0.25,0.19,4
36771,1,24,9,196,446,57,59,0.0,0.0,1.0,0.0,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4
36772,1,20,9,1556,0,5,5,0.0,0.0,1.0,0.0,42,0.2,0.03,0.2,0.07,0.0,0.0,0.0,4
36773,1,20,9,334,0,2,2,0.0,0.0,1.0,0.0,32,1.0,0.0,1.0,0.12,0.0,0.0,0.0,2
36774,1,4,1,0,0,284,14,0.0,0.0,0.05,0.06,14,0.05,0.07,0.0,0.0,0.0,0.0,1.0,0
36775,1,54,9,1134,327,1,2,0.0,0.0,1.0,0.0,162,0.82,0.03,0.01,0.01,0.0,0.0,0.0,4
36776,1,20,9,5336,0,11,11,0.0,0.0,1.0,0.0,17,0.07,0.07,0.07,0.0,0.87,0.0,0.0,4
36777,1,18,5,0,0,284,24,1.0,1.0,0.08,0.05,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
36778,1,49,5,0,0,214,19,1.0,1.0,0.09,0.06,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
36779,1,60,5,0,0,70,15,1.0,1.0,0.21,0.06,60,0.24,0.02,0.02,0.0,1.0,1.0,0.0,0
36780,1,20,9,501760,0,2,2,0.0,0.0,1.0,0.0,48,0.4,0.03,0.4,0.0,0.0,0.0,0.0,4
